session_id,gesture_id,result,bias_gx,bias_gz,proc_gx,proc_gy,proc_gz,proc_btn,acc_v,acc_h,peak_v_pos,peak_v_neg,peak_h_pos,peak_h_neg,mag_v,mag_h,flags,flags_text,n_frames,duration_ms,latency_ms,t_press_ms,t_release_ms,t_pic_ms,peak_raw_gx,peak_raw_gz,mean_gx,mean_gz,std_gx,std_gz,max_abs_gx,max_abs_gz,min_gx,max_gx,min_gz,max_gz,mean_gy,std_gy,cal_bias_computed_gx,cal_bias_computed_gz,frame_00_gx,frame_00_gy,frame_00_gz,frame_00_t_ms,frame_01_gx,frame_01_gy,frame_01_gz,frame_01_t_ms,frame_02_gx,frame_02_gy,frame_02_gz,frame_02_t_ms,frame_03_gx,frame_03_gy,frame_03_gz,frame_03_t_ms,frame_04_gx,frame_04_gy,frame_04_gz,frame_04_t_ms,frame_05_gx,frame_05_gy,frame_05_gz,frame_05_t_ms,frame_06_gx,frame_06_gy,frame_06_gz,frame_06_t_ms,frame_07_gx,frame_07_gy,frame_07_gz,frame_07_t_ms,frame_08_gx,frame_08_gy,frame_08_gz,frame_08_t_ms,frame_09_gx,frame_09_gy,frame_09_gz,frame_09_t_ms,frame_10_gx,frame_10_gy,frame_10_gz,frame_10_t_ms,frame_11_gx,frame_11_gy,frame_11_gz,frame_11_t_ms,frame_12_gx,frame_12_gy,frame_12_gz,frame_12_t_ms,frame_13_gx,frame_13_gy,frame_13_gz,frame_13_t_ms,frame_14_gx,frame_14_gy,frame_14_gz,frame_14_t_ms,frame_15_gx,frame_15_gy,frame_15_gz,frame_15_t_ms,frame_16_gx,frame_16_gy,frame_16_gz,frame_16_t_ms,frame_17_gx,frame_17_gy,frame_17_gz,frame_17_t_ms,frame_18_gx,frame_18_gy,frame_18_gz,frame_18_t_ms,frame_19_gx,frame_19_gy,frame_19_gz,frame_19_t_ms,frame_20_gx,frame_20_gy,frame_20_gz,frame_20_t_ms,frame_21_gx,frame_21_gy,frame_21_gz,frame_21_t_ms,frame_22_gx,frame_22_gy,frame_22_gz,frame_22_t_ms,frame_23_gx,frame_23_gy,frame_23_gz,frame_23_t_ms,frame_24_gx,frame_24_gy,frame_24_gz,frame_24_t_ms,frame_25_gx,frame_25_gy,frame_25_gz,frame_25_t_ms,frame_26_gx,frame_26_gy,frame_26_gz,frame_26_t_ms,frame_27_gx,frame_27_gy,frame_27_gz,frame_27_t_ms,frame_28_gx,frame_28_gy,frame_28_gz,frame_28_t_ms,frame_29_gx,frame_29_gy,frame_29_gz,frame_29_t_ms
20260320_121648,11,L,-9,63,-4688,758,-25214,0,34609,-812,7638,1713,32762,31368,7638,32762,0x56,V>TH|H>TH|HDOM|CHOSE_H,10,178.81,11.16,7460.06,7638.87,7650.03,7629,32768,2984.0,-22206.7,3787.36,13109.6,7629,32768,-4688,7629,-32768,6237,4387.1,2577.42,,,2909,1304,6237,0.0,6106,3920,-5820,15.74,7629,5897,-17957,32.62,6449,4823,-22474,62.22,4824,3318,-27287,80.16,2893,6161,-32711,95.12,3502,8800,-32768,131.03,1938,6753,-32768,143.03,-1722,2137,-31305,160.88,-4688,758,-25214,178.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,12,L,-9,63,-1657,759,-15035,0,-4898,-150354,9285,7697,32724,31872,9285,32724,0x56,V>TH|H>TH|HDOM|CHOSE_H,11,206.37,0.06,7941.9,8148.27,8148.33,9276,32749,-604.09,-20935.91,6023.66,9750.98,9276,32749,-7706,9276,-32749,-1868,1970.73,2531.88,,,9129,5085,-1868,0.0,9276,2601,-10007,10.96,5711,1104,-14604,43.32,-74,-2319,-20533,60.4,-2120,-1749,-25191,78.34,-2998,1411,-30059,96.26,-4370,4697,-32749,126.16,-6144,4695,-31809,143.41,-7706,3987,-26673,155.4,-5692,1407,-21767,189.48,-1657,759,-15035,206.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,13,L,-9,63,-13089,-4450,-32768,0,10229,-6947,6833,8926,32705,31516,8926,32705,0x56,V>TH|H>TH|HDOM|CHOSE_H,7,130.61,10.92,8514.66,8645.27,8656.19,13089,32768,-416.29,-24344.14,8061.48,12056.96,13089,32768,-13089,6824,-32768,-3236,1021.86,3247.01,,,5677,1042,-3236,0.0,6824,1630,-11647,29.82,6168,3236,-25769,47.75,3615,5214,-31453,65.76,-3174,2391,-32768,77.81,-8935,-1910,-32768,113.05,-13089,-4450,-32768,130.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,14,L,-9,63,2447,501,-19279,0,-1956,-57367,5197,4017,32707,30859,5197,32707,0x56,V>TH|H>TH|HDOM|CHOSE_H,10,189.98,16.83,9041.54,9231.52,9248.35,5188,32768,123.0,-24387.2,3358.55,9177.88,5188,32768,-4026,5188,-32768,-4146,-1787.8,1565.33,,,4303,-1938,-4146,0.0,5188,-1910,-16580,29.9,2491,-2287,-22790,30.1,-54,-4524,-27893,65.78,-2234,-3192,-30796,77.11,-3251,198,-32766,93.3,-4026,-318,-32768,128.35,-3501,-2760,-32449,143.83,-133,-1648,-24405,161.73,2447,501,-19279,189.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,15,R,-9,63,-118,3008,-19029,0,9424,-175646,5413,2379,8547,29988,5413,29988,0x56,V>TH|H>TH|HDOM|CHOSE_H,11,190.56,17.15,9567.85,9758.41,9775.56,5404,29925,837.82,-17640.45,2949.54,12944.84,5404,29925,-2388,5404,-29925,8610,758.45,3429.05,,,3822,301,8610,0.0,5404,-1758,969,16.83,5324,-1695,-7305,34.73,2629,-2777,-17321,46.16,509,-3294,-21615,62.52,-1129,-1119,-25639,95.54,-1584,638,-27778,112.52,-2175,2190,-29925,145.94,-2388,5636,-28796,161.7,-1078,7213,-26216,178.8,-118,3008,-19029,190.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,16,R,-9,63,2799,13016,-29052,0,24687,-153768,5654,0,559,30216,5654,30216,0x56,V>TH|H>TH|HDOM|CHOSE_H,10,178.86,11.94,10157.57,10336.43,10348.37,5645,30153,2931.5,-21004.7,1364.73,10748.75,5645,30153,1202,5645,-30153,622,1796.2,7754.59,,,2295,-2639,622,0.0,3353,-4597,-7136,31.86,2662,-5287,-14655,48.32,1417,-6058,-20131,64.18,1202,-5505,-23015,80.97,1901,448,-27731,110.76,3959,7381,-29563,127.0,5645,9726,-30153,143.9,4082,11477,-29233,160.8,2799,13016,-29052,178.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,17,R,-9,63,-997,4777,-16764,0,24656,-133493,5750,0,0,24585,5750,24585,0x56,V>TH|H>TH|HDOM|CHOSE_H,11,210.7,11.23,10638.46,10849.15,10860.38,5741,24522,2539.91,-17575.82,2362.22,7132.46,5741,24522,-997,5741,-24522,-2522,-63.36,4639.97,,,5741,-3553,-2522,0.0,5458,-5493,-8612,16.65,3837,-6098,-12593,50.44,3046,-5651,-16439,61.86,3808,-1266,-21126,95.15,4434,289,-23523,110.76,2161,1747,-24522,127.04,408,5861,-23980,143.44,125,5715,-23195,159.72,-82,2975,-20058,210.58,-997,4777,-16764,210.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,18,L,-9,63,-2190,4880,-32767,0,-14568,-70362,5975,7754,32719,31065,7754,32719,0x56,V>TH|H>TH|HDOM|CHOSE_H,10,177.78,16.4,11243.3,11421.08,11437.49,7763,32767,-1683.9,-16809.8,4689.66,16181.13,7763,32767,-7763,5966,-32767,12594,310.3,2635.04,,,5966,2070,12594,0.0,4073,-855,4320,17.43,1417,455,-4841,33.56,133,2431,-12690,49.48,-1410,1624,-19810,83.29,-3425,-1544,-23095,99.16,-7194,-4202,-28053,115.53,-7763,-2342,-31002,143.25,-6446,586,-32754,160.63,-2190,4880,-32767,177.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,19,R,-9,63,-2311,1336,-32007,0,-71,-106217,5397,8827,15280,32575,8827,32575,0x56,V>TH|H>TH|HDOM|CHOSE_H,10,174.33,17.06,11710.17,11884.5,11901.56,8836,32768,-323.9,-17396.5,5582.37,17500.04,8836,32768,-8836,5565,-32768,15343,-896.2,1918.82,,,4284,1045,15343,0.0,5388,244,6388,27.24,5565,-750,-3414,43.59,4591,-569,-17122,43.89,2611,312,-22586,62.27,-1084,-574,-25651,92.22,-7088,-3688,-29636,110.16,-8836,-4455,-32512,140.05,-6359,-1863,-32768,157.18,-2311,1336,-32007,174.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260320_121648,20,L,-9,63,7,-225,-16360,0,1353,-68591,4544,4259,32705,32661,4544,32705,0x56,V>TH|H>TH|HDOM|CHOSE_H,8,146.46,0.17,12267.24,12413.7,12413.87,4535,32768,162.12,-26947.75,3620.17,6190.32,4535,32768,-4268,4535,-32768,-16360,-972.12,1572.64,,,4006,-2722,-21405,0.0,4535,1148,-27641,18.01,3941,1106,-32598,29.19,-704,-1239,-32768,46.27,-4045,-956,-32768,78.91,-4268,-2930,-29452,95.27,-2175,-1959,-22590,128.96,7,-225,-16360,146.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
